Sample	Gene	Type	Expression	Threshold	Percent difference	Mean Accuracy	Minimum Accuracy	Maximum Accuracy	Sample 1 Accuracy	Sample 2 Accuracy	Sample 3 Accuracy	Sample 4 Accuracy	Sample 5 Accuracy
TH03_0106_S01	RP11-343H5.4	Up	5.82068956056	3.24685716629	44.21868521746718	100	100	100	100	100	100	100	100
