Sample	Gene	Type	Expression	Threshold	Percent difference	Mean Accuracy	Minimum Accuracy	Maximum Accuracy	Sample 1 Accuracy	Sample 2 Accuracy	Sample 3 Accuracy	Sample 4 Accuracy	Sample 5 Accuracy
TH03_0112_S01	APCDD1L-AS1	Up	1.90303827011	1.30470132828	31.441140791951323	99.9071080650028	99.76076555023924	100	100	99.77477477477478	100	99.76076555023924	100
