Sample	Gene	Type	Expression	Threshold	Percent difference	Mean Accuracy	Minimum Accuracy	Maximum Accuracy	Sample 1 Accuracy	Sample 2 Accuracy	Sample 3 Accuracy	Sample 4 Accuracy	Sample 5 Accuracy
TH01_0061_S01	BCL7B	Down	1.89530262133	4.21930217743	122.61891741959228	100	100	100	100	100	100	100	100
