Sample	Gene	Type	Expression	Threshold	Percent difference	Mean Accuracy	Minimum Accuracy	Maximum Accuracy	Sample 1 Accuracy	Sample 2 Accuracy	Sample 3 Accuracy	Sample 4 Accuracy	Sample 5 Accuracy
TH03_0291_S01	C14orf159	Up	6.79350577167	6.77710723877	0.24138542677602284	48.39868116626002	41.66666666666667	58.42696629213483	42.90780141843972	58.42696629213483	55.26315789473685	43.728813559322035	41.66666666666667
