Sample	Gene	Type	Expression	Threshold	Percent difference	Mean Accuracy	Minimum Accuracy	Maximum Accuracy	Sample 1 Accuracy	Sample 2 Accuracy	Sample 3 Accuracy	Sample 4 Accuracy	Sample 5 Accuracy
TH01_0121_S01	HSBP1	Down	4.47443604325	4.8952999115	9.405964554681772	99.87648356047492	99.77924944812362	100	100	100	99.800796812749	99.80237154150198	99.77924944812362
