Sample	Gene	Type	Expression	Threshold	Mend depth	Gene length	Percent difference	Probability >= 0.95	Probability of being an outlier	Minimum Probability	Maximum Probability	Sample 1 Probability	Sample 2 Probability	Sample 3 Probability	Sample 4 Probability	Sample 5 Probability
TH34_2292_S01	P2RY11	Up	5.47	5.46	3.5	1200	0.18281535648994127	FALSE	0.07521008984842702	0.06167400881057269	0.08443271767810026	0.08095238095238094	0.08196721311475409	0.06167400881057269	0.06702412868632708	0.08443271767810026
