Sample	Gene	Type	Expression	Threshold	Percent difference	Mean Accuracy	Minimum Accuracy	Maximum Accuracy	Sample 1 Accuracy	Sample 2 Accuracy	Sample 3 Accuracy	Sample 4 Accuracy	Sample 5 Accuracy
TH02_0086_S01	HDAC1P2	Up	0.18903382439	0.176311850548	6.729998656617665	30.003333636500443	23.743016759776538	35.3585657370518	23.743016759776538	35.3585657370518	31.63265306122449	32.093023255813954	27.189409368635438
