Sample	Gene	Type	Expression	Threshold	Percent difference	Mean Accuracy	Minimum Accuracy	Maximum Accuracy	Sample 1 Accuracy	Sample 2 Accuracy	Sample 3 Accuracy	Sample 4 Accuracy	Sample 5 Accuracy
TH01_0125_S01	TATDN1P1	Up	0.613531652918	0.481505960226	21.518970058688332	58.56087792848612	47.134670487106014	72.86980231765507	47.134670487106014	65.600624024961	72.86980231765507	57.759412304866856	49.43988050784167
