Sample	Gene	Type	Expression	Threshold	Percent difference	Mean Accuracy	Minimum Accuracy	Maximum Accuracy	Sample 1 Accuracy	Sample 2 Accuracy	Sample 3 Accuracy	Sample 4 Accuracy	Sample 5 Accuracy
TH03_0144_S01	HOXC6	Up	7.74139956917	7.31121444702	5.556942492197477	100	100	100	100	100	100	100	100
