Sample	Gene	Type	Expression	Threshold	Percent difference	Mean Accuracy	Minimum Accuracy	Maximum Accuracy	Sample 1 Accuracy	Sample 2 Accuracy	Sample 3 Accuracy	Sample 4 Accuracy	Sample 5 Accuracy
TH03_0114_S01	DPP10-AS1	Up	4.8171115728	1.4866143465	69.13888490990695	100	100	100	100	100	100	100	100
