sample_id	MEND	Gene	Expression	Type	Threshold	effective_length
TH03_0027_S01	11540237.05	RP11-426L16.3	0.356143810225	Up	0.344080448151	292.37
TH03_0027_S01	11540237.05	RP11-91P24.3	0.389566811763	Up	0	129.89
TH03_0027_S01	11540237.05	TAS2R1	0.344828496997	Up	0.071774750948	297.37
TH03_0024_S01	10752266.85	MIR1306	0.807354922058	Up	0	1.55
TH02_0096_S01	11672399.97	AC107057.1	0.565597175854	Up	0	142.54
TH03_0027_S01	11540237.05	RP11-160E2.16	0.847996906555	Up	0.720043897629	271.38
TH03_0027_S01	11540237.05	FAM183DP	0.226508529809	Up	0	242.39
TH02_0096_S01	11672399.97	RP11-461A8.1	0.790772037862	Up	0	152.41
TH03_0114_S01	10497366.74	BOLA3P3	0.918386234446	Up	0	103.98
TH02_0096_S01	11672399.97	RP11-67L3.2	0.298658315565	Up	0	166.28
TH03_0027_S01	11540237.05	CTD-2331C18.5	0.454175893186	Up	0	111.27
TH03_0027_S01	11540237.05	RP11-451G4.3	0.356143810225	Up	0	287.37
TH02_0096_S01	11672399.97	PGM5P4	0.526068811668	Up	0	267.99
TH02_0096_S01	11672399.97	RP11-264B17.5	0.855989697308	Up	0	276.99
TH02_0096_S01	11672399.97	RN7SL166P	0.250961573533	Up	0	104.5
TH02_0096_S01	11672399.97	TRBV6-7	0.226508529809	Up	0	167.27
TH03_0027_S01	11540237.05	RN7SL42P	0.378511623254	Up	0	137.79
TH03_0027_S01	11540237.05	RPL35P3	0.250961573533	Up	0	214.42
TH03_0027_S01	11540237.05	AC005304.1	0.214124805353	Up	0	248.39
TH03_0024_S01	10752266.85	RP11-77K12.10	0.545968369105	Up	0.409074544907	167.7
TH03_0027_S01	11540237.05	ZNHIT1P1	0.18903382439	Up	0	287.37
TH03_0024_S01	10752266.85	AC025627.7	0.659924558402	Up	0	232.95
TH02_0096_S01	11672399.97	GSTM3P2	0.20163386117	Up	0	264
TH03_0027_S01	11540237.05	RP11-844G16.3	0.526068811668	Up	0	184.48
TH03_0114_S01	10497366.74	RP11-154D3.1	0.226508529809	Up	0	276.65
TH03_0027_S01	11540237.05	RP11-128A6.3	0.18903382439	Up	0	285.37
TH02_0096_S01	11672399.97	RP13-216E22.5	0.298658315565	Up	0	170.25
TH03_0024_S01	10752266.85	RP11-373I8.1	0.831877241192	Up	0	273.83
TH03_0024_S01	10752266.85	UQCRHP2	0.411426245726	Up	0	115.86
TH03_0114_S01	10497366.74	AC000067.1	0.748461233004	Up	0.717490196228	158.7
TH03_0024_S01	10752266.85	RP11-227H4.5	0.432959407276	Up	0	213.08
TH03_0027_S01	11540237.05	CTD-2116N20.1	0.985500430305	Up	0.974200367928	208.43
TH03_0114_S01	10497366.74	PPP1R11P1	0.0840642647885	Up	0	247.65
TH03_0114_S01	10497366.74	RNU1-143P	0.378511623254	Up	0	25.43
TH02_0096_S01	11672399.97	ATP6V1G1P2	0.0840642647885	Up	0	169.26
TH03_0114_S01	10497366.74	RP11-809N8.5	0.48542682717	Up	0	38.98
TH03_0114_S01	10497366.74	AC107983.4	0.565597175854	Up	0.141633793712	82.41
TH03_0027_S01	11540237.05	RP11-380D23.2	0.18903382439	Up	0	291.37
TH03_0027_S01	11540237.05	SNORA73	0.965322548367	Up	0	45.105
TH03_0027_S01	11540237.05	AC234582.2	0.378511623254	Up	0	146.69
TH02_0096_S01	11672399.97	RP11-503C24.2	0.0426443374085	Up	0	277.99
TH03_0027_S01	11540237.05	TRBV8-2	0.443606651476	Up	0	114.2
TH03_0024_S01	10752266.85	RP11-380D11.2	0.356143810225	Up	0	206.14
TH02_0096_S01	11672399.97	RP11-414H17.5	0.895302621333	Up	0.71720290184	261
TH02_0096_S01	11672399.97	TRBV26OR9-2	0.659924558402	Up	0.535611569881	117.07
TH03_0024_S01	10752266.85	XXbac-B476C20.10	0.0285691521968	Up	0	105.67
TH02_0096_S01	11672399.97	CTC-241F20.4	0.378511623254	Up	0.376716196537	260
TH03_0024_S01	10752266.85	CHCHD2P8	0.0976107966264	Up	0	271.83
TH03_0027_S01	11540237.05	RP11-554D15.4	0.18903382439	Up	0	284.37
TH03_0024_S01	10752266.85	RP11-549L6.3	0.782408564927	Up	0.106610842049	294.8
TH03_0027_S01	11540237.05	IGLVIVOR22-2	0.555816155062	Up	0	173.52
TH03_0027_S01	11540237.05	RP11-793I11.1	0.963474123975	Up	0	128.91
TH02_0096_S01	11672399.97	RP11-126K1.8	0.111031312389	Up	0	181.18
TH02_0096_S01	11672399.97	RP11-611O2.3	0	Down	0.656378507614	262
TH03_0027_S01	11540237.05	CHCHD2P7	0.757023246507	Up	0	295.37
TH03_0024_S01	10752266.85	AC002386.1	0.432959407276	Up	0	223.01
TH03_0114_S01	10497366.74	RP11-85B7.5	0.378511623254	Up	0.0179441161454	103.98
TH03_0027_S01	11540237.05	RP11-356I18.1	0.555816155062	Up	0	176.51
TH03_0024_S01	10752266.85	RP11-12M5.3	0.956056652412	Up	0.597287535667	225.99
TH03_0024_S01	10752266.85	FTX_5	0.59454854955	Up	0.277918636799	55.07
TH03_0027_S01	11540237.05	RN7SL650P	0.895302621333	Up	0.627689063549	142.73
TH03_0114_S01	10497366.74	CTD-2349P21.1	0.565597175854	Up	0.376716196537	289.65
TH03_0114_S01	10497366.74	RP11-43D4.2	0.0703893278914	Up	0	282.65
TH03_0027_S01	11540237.05	RP11-347C12.9	0.356143810225	Up	0	57.83
TH02_0096_S01	11672399.97	RP11-998D10.4	0.214124805353	Up	0	181.18
TH03_0027_S01	11540237.05	RN7SKP221	0.0703893278914	Up	0	144.71
TH02_0096_S01	11672399.97	RP11-77K12.1	0.650764559117	Up	0.566591203213	79.93
TH02_0096_S01	11672399.97	AC009955.8	0.378511623254	Up	0	95.89
TH02_0096_S01	11672399.97	RANP9	0.13750352375	Up	0	95.89
TH03_0027_S01	11540237.05	RP11-720L2.2	0.344828496997	Up	0	297.37
TH03_0114_S01	10497366.74	RP11-182N22.8	0.790772037862	Up	0.409074544907	296.64
TH03_0114_S01	10497366.74	SNORA64	0.135315964512	Up	0	16.235
TH03_0114_S01	10497366.74	RP5-862P8.3	0.757023246507	Up	0	195.66
TH02_0096_S01	11672399.97	RP11-227G15.2	0.226508529809	Up	0.106960088015	95.89
TH03_0114_S01	10497366.74	ITIH4-AS1	0.310340120612	Up	0.277918636799	266.65
TH03_0027_S01	11540237.05	RP4-560B9.4	0.18903382439	Up	0	294.37
TH02_0096_S01	11672399.97	SPINK8	0.555816155062	Up	0.504084646702	266.99
TH03_0027_S01	11540237.05	DDX43P3	0.18903382439	Up	0	286.37
TH03_0027_S01	11540237.05	AC005838.2	0.50589092973	Up	0	78.73
TH03_0027_S01	11540237.05	RP11-240E2.2	0.238786859587	Up	0	223.41
TH03_0027_S01	11540237.05	RN7SL573P	0.0285691521968	Up	0	120.07
TH02_0096_S01	11672399.97	RP11-89K10.2	0.0703893278914	Up	0	199.11
TH02_0096_S01	11672399.97	MTND2P30	0.250961573533	Up	0	205.09
TH03_0114_S01	10497366.74	HIGD1AP1	0.2750070475	Up	0	146.72
TH03_0027_S01	11540237.05	RP5-1132H15.3	0.863938450424	Up	0	149.67
TH03_0027_S01	11540237.05	NOS2P2	0.18903382439	Up	0	183.48
TH02_0096_S01	11672399.97	RP11-215C7.3	0.516015147004	Up	0	158.35
TH03_0114_S01	10497366.74	RP11-342A23.2	0.68706068834	Up	0.535611569881	279.65
TH03_0027_S01	11540237.05	FUNDC2P4	0.20163386117	Up	0	264.38
TH02_0096_S01	11672399.97	TH2LCRR	0.918386234446	Up	0.441114872694	262
TH03_0024_S01	10752266.85	AC006116.17	0.678071905113	Up	0.649834096432	289.8
TH03_0024_S01	10752266.85	CTD-2571L23.9	0.97085365434	Up	0.717490196228	100.18
TH03_0027_S01	11540237.05	RP1-102G20.4	0.545968369105	Up	0	177.5
TH02_0096_S01	11672399.97	HSPE1P13	0.48542682717	Up	0	120.96
TH02_0096_S01	11672399.97	RP11-396O20.1	0.641546029088	Up	0	293.98
TH03_0027_S01	11540237.05	FKSG70	0.879705766282	Up	0.210507676005	218.41
TH02_0096_S01	11672399.97	RN7SL733P	0.0840642647885	Up	0	152.41
TH02_0096_S01	11672399.97	RP11-33H15.1	0.650764559117	Up	0	257
TH02_0096_S01	11672399.97	RP11-65N13.6	0.475084882949	Up	0	72.6
TH03_0114_S01	10497366.74	RP11-537A6.9	0.0840642647885	Up	0	272.65
TH03_0027_S01	11540237.05	RP11-69G7.1	0.411426245726	Up	0	501.35
TH03_0027_S01	11540237.05	RP11-406A20.1	0.62293035092	Up	0	300.37
TH03_0027_S01	11540237.05	RP11-45M22.5	0.389566811763	Up	0.277918636799	529.34
TH03_0027_S01	11540237.05	AF064858.11	0.659924558402	Up	0.472911119461	352.36
TH02_0096_S01	11672399.97	RP11-133M8.3	0.0285691521968	Up	0	589.96
TH03_0024_S01	10752266.85	RP11-79M19.2	0.333423733725	Up	0.176311850548	585.72
TH03_0027_S01	11540237.05	RP11-431M3.1	0.895302621333	Up	0	380.36
TH03_0024_S01	10752266.85	LINC01476	0.66902676551	Up	0	391.74
TH02_0096_S01	11672399.97	AC005176.2	0.111031312389	Up	0	354.97
TH03_0114_S01	10497366.74	PGM5P4	0.20163386117	Up	0	316.64
TH02_0096_S01	11672399.97	AC007403.2	0.0565835283664	Up	0	447.96
TH03_0027_S01	11540237.05	IFNA1	0.422233000683	Up	0	483.35
TH03_0114_S01	10497366.74	AC137723.5	0.411426245726	Up	0.176311850548	562.63
TH03_0114_S01	10497366.74	RP11-613F22.6	0.545968369105	Up	0.441114872694	304.64
TH03_0027_S01	11540237.05	RP11-497G19.3	0.575312330687	Up	0.409074544907	329.36
TH02_0096_S01	11672399.97	LINC01574	0.59454854955	Up	0.176311850548	382.96
TH03_0027_S01	11540237.05	CA5A	0.286881147788	Up	0.176311850548	568.34
TH03_0114_S01	10497366.74	RP11-80H5.2	0.650764559117	Up	0.597287535667	434.64
TH03_0027_S01	11540237.05	RP11-761I4.5	0.704871964456	Up	0.6579002738	386.36
TH03_0027_S01	11540237.05	UNC13C	0.659924558402	Up	0.344080448151	351.37
TH03_0114_S01	10497366.74	RP11-360A10.1	0.250961573533	Up	0	477.64
TH03_0027_S01	11540237.05	GS1-600G8.4	0.2750070475	Up	0	582.34
TH03_0027_S01	11540237.05	RP11-312J18.7	0.464668267003	Up	0	433.35
TH02_0096_S01	11672399.97	RP11-665G4.1	0.53605290024	Up	0.176311850548	452.96
TH03_0114_S01	10497366.74	CTD-2005D20.1	0.641546029088	Up	0	585.63
TH03_0027_S01	11540237.05	RP11-466G12.2	0.855989697308	Up	0.535611569881	500.35
TH03_0027_S01	11540237.05	CFL1P6	0.443606651476	Up	0.210507676005	337.36
TH03_0114_S01	10497366.74	CTB-30L5.1	0.66902676551	Up	0.176311850548	421.64
TH03_0027_S01	11540237.05	HMGB1P45	0.214124805353	Up	0	496.35
TH03_0027_S01	11540237.05	LINC01381	0.333423733725	Up	0	309.37
TH03_0114_S01	10497366.74	RP1-240K6.3	0.765534746363	Up	0.687809228897	417.45
TH03_0024_S01	10752266.85	RP11-20G13.5	0.933572638261	Up	0.504391551018	445.74
TH02_0096_S01	11672399.97	AP000721.4	0.526068811668	Up	0.277918636799	381.96
TH02_0096_S01	11672399.97	UCMA	0.378511623254	Up	0	585.96
TH03_0027_S01	11540237.05	RP11-1103G16.1	0.17632277264	Up	0.0714228823781	314.37
TH03_0024_S01	10752266.85	RP11-394O2.3	0.722466024471	Up	0.176311850548	418.74
TH03_0027_S01	11540237.05	RPL7P50	0.516015147004	Up	0.344080448151	570.34
TH02_0096_S01	11672399.97	AC062031.1	0.0703893278914	Up	0	569.96
TH03_0024_S01	10752266.85	RP11-428O18.6	0.887525270742	Up	0.535611569881	411.17
TH03_0027_S01	11540237.05	RP11-85G20.1	0.50589092973	Up	0.441114872694	385.36
TH03_0027_S01	11540237.05	CTD-2501B8.5	0.575312330687	Up	0.277918636799	333.36
TH03_0027_S01	11540237.05	AP000593.6	0.286881147788	Up	0.141808778048	555.34
TH03_0027_S01	11540237.05	RP11-88H10.2	0.2750070475	Up	0	571.06
TH02_0096_S01	11672399.97	CTD-3107M8.2	0.13750352375	Up	0	304.98
TH03_0114_S01	10497366.74	CTD-2193P3.2	0.111031312389	Up	0	426.64
TH02_0096_S01	11672399.97	ELSPBP1	0.0703893278914	Up	0	396.96
TH03_0024_S01	10752266.85	AC022431.3	0.66902676551	Up	0.106679707766	360.75
TH02_0096_S01	11672399.97	HMGB1P16	0.0703893278914	Up	0	362.97
TH03_0024_S01	10752266.85	RP11-452K12.7	0.53605290024	Up	0.344080448151	372.75
TH03_0027_S01	11540237.05	RP11-396O20.1	0.17632277264	Up	0	314.37
TH03_0024_S01	10752266.85	GRPEL2P2	0.0565835283664	Up	0	494.73
TH03_0027_S01	11540237.05	ADH4	0.565597175854	Up	0.344080448151	504.72
TH03_0114_S01	10497366.74	PAWRP1	0.150559676575	Up	0	436.64
TH03_0024_S01	10752266.85	RP11-770E5.2	0.454175893186	Up	0	418.74
TH03_0024_S01	10752266.85	CITF22-24E5.1	0.604071323669	Up	0	373.75
TH03_0027_S01	11540237.05	KIRREL-IT1	0.356143810225	Up	0.176311850548	430.35
TH02_0096_S01	11672399.97	AC004637.1	0.0426443374085	Up	0	304.98
TH02_0096_S01	11672399.97	AC093590.1	0.238786859587	Up	0	382.96
TH03_0027_S01	11540237.05	RP11-359M6.1	0.2750070475	Up	0.141808778048	397.36
TH02_0096_S01	11672399.97	RP4-673D20.4	0.238786859587	Up	0	315.97
TH03_0024_S01	10752266.85	RP11-766N7.3	0.432959407276	Up	0.141808778048	381.75
TH03_0027_S01	11540237.05	RP11-340I6.8	0.50589092973	Up	0.311149060726	480.35
TH03_0027_S01	11540237.05	KB-1980E6.3	0.956056652412	Up	0.862374007702	435.35
TH03_0114_S01	10497366.74	LINC01185	0.286881147788	Up	0.244370207191	425.64
TH03_0027_S01	11540237.05	RP11-452C13.1	0.978195629682	Up	0.889115095139	460.35
TH03_0027_S01	11540237.05	RP11-447L10.1	0.286881147788	Up	0.277918636799	551.34
TH03_0027_S01	11540237.05	RP11-415K20.1	0.310340120612	Up	0	335.36
TH03_0027_S01	11540237.05	AP000662.9	0.575312330687	Up	0.504391551018	330.36
TH03_0027_S01	11540237.05	SERPINC1	0.516015147004	Up	0.481505960226	469.35
TH02_0096_S01	11672399.97	CTD-2130F23.2	0.0426443374085	Up	0	368.96
TH03_0114_S01	10497366.74	RP11-498P14.3	0.985500430305	Up	0.89061820507	345.64
TH02_0096_S01	11672399.97	CTC-239J10.1	0.475084882949	Up	0.0714228823781	345.97
TH03_0027_S01	11540237.05	RP1-138B7.6	0.310340120612	Up	0	409.35
TH03_0027_S01	11540237.05	LINC01611	0.298658315565	Up	0	347.36
TH02_0096_S01	11672399.97	AC108868.6	0.163498732283	Up	0	333.97
TH02_0096_S01	11672399.97	RP11-64B16.3	0.575312330687	Up	0.106960088015	399.96
TH03_0114_S01	10497366.74	LINC00502	0.13750352375	Up	0	316.64
TH02_0096_S01	11672399.97	CTD-2562J15.6	0.0285691521968	Up	0	393.96
TH03_0027_S01	11540237.05	RP11-700N1.1	0.321928094887	Up	0.071774750948	485.35
TH03_0027_S01	11540237.05	GML	0.0976107966264	Up	0	566.34
TH03_0027_S01	11540237.05	KB-1184D12.1	0.111031312389	Up	0	511.35
TH03_0027_S01	11540237.05	CTD-2340D6.2	0.565597175854	Up	0	336.36
TH03_0114_S01	10497366.74	RP11-650P15.1	0.443606651476	Up	0.376716196537	304.64
TH03_0027_S01	11540237.05	RP11-138H11.1	0.367371065649	Up	0	420.35
TH02_0096_S01	11672399.97	RP11-105N13.4	0.0840642647885	Up	0	380.96
TH03_0027_S01	11540237.05	RP11-843A23.1	0.286881147788	Up	0.141808778048	560.34
TH03_0027_S01	11540237.05	RP11-439H8.4	0.226508529809	Up	0.141808778048	484.35
TH03_0024_S01	10752266.85	AC106782.20	0.555816155062	Up	0.376716196537	385.75
TH03_0024_S01	10752266.85	AC015922.5	0.575312330687	Up	0	396.74
TH03_0027_S01	11540237.05	RP11-326E22.1	0.565597175854	Up	0	528.34
TH02_0096_S01	11672399.97	CTD-2124B20.3	0.13750352375	Up	0	480.96
TH03_0027_S01	11540237.05	RP11-108P20.2	0.356143810225	Up	0.141808778048	583.34
TH03_0114_S01	10497366.74	AC068535.2	0.0703893278914	Up	0	342.64
TH03_0027_S01	11540237.05	LRRC74A	0.250961573533	Up	0.106960088015	419.35
TH03_0114_S01	10497366.74	AC068535.3	0.782408564927	Up	0	364.64
TH03_0024_S01	10752266.85	TBC1D26	0.62293035092	Up	0.244370207191	465.73
TH03_0027_S01	11540237.05	RP5-826L7.1	0.238786859587	Up	0.210507676005	445.35
TH03_0027_S01	11540237.05	HMGN1P14	0.150559676575	Up	0	360.36
TH03_0027_S01	11540237.05	PEBP1P3	0.389566811763	Up	0	391.36
TH02_0096_S01	11672399.97	RP4-537K23.4	0.250961573533	Up	0	348.97
TH03_0027_S01	11540237.05	GAPDHP27	0.411426245726	Up	0.071774750948	863.34
TH03_0024_S01	10752266.85	RP11-416N13.1	0.238786859587	Up	0.210507676005	635.72
TH03_0114_S01	10497366.74	RNF151	0.18903382439	Up	0.176311850548	657.63
TH03_0027_S01	11540237.05	CACNA1G-AS1	0.443606651476	Up	0.376716196537	674.55
TH02_0096_S01	11672399.97	RP11-326I11.4	0.68706068834	Up	0.653314113617	881.95
TH03_0024_S01	10752266.85	AMD1P3	0.641546029088	Up	0.593724250793	818.72
TH03_0024_S01	10752266.85	CTD-2308B18.3	0.422233000683	Up	0	621.72
TH03_0027_S01	11540237.05	TGIF2LX	0.344828496997	Up	0	749.34
TH03_0024_S01	10752266.85	CTD-2023N9.3	0.59454854955	Up	0	644.72
TH03_0024_S01	10752266.85	RP13-766D20.4	0.807354922058	Up	0.717490196228	872.72
TH03_0027_S01	11540237.05	RP11-809H16.5	0.150559676575	Up	0	759.34
TH02_0096_S01	11672399.97	RP11-236J17.6	0.0285691521968	Up	0	637.95
TH03_0027_S01	11540237.05	OR7E36P	0.263034405834	Up	0.141808778048	797.34
TH03_0114_S01	10497366.74	RPL5P12	0.773996325111	Up	0.471435546875	722.63
TH02_0096_S01	11672399.97	RP11-24C3.2	0.443606651476	Up	0.441114872694	707.95
TH03_0027_S01	11540237.05	GAPDHP33	0.367371065649	Up	0.210507676005	856.34
TH03_0027_S01	11540237.05	OR2A25	0.0703893278914	Up	0	857.34
TH03_0114_S01	10497366.74	RP11-358M14.2	0.111031312389	Up	0.106610842049	744.63
TH03_0114_S01	10497366.74	GP9	0.286881147788	Up	0.244370207191	760.63
TH03_0027_S01	11540237.05	NCAM1-AS1	0.575312330687	Up	0.210507676005	875.2
TH03_0027_S01	11540237.05	TAS2R50	0.18903382439	Up	0.141808778048	843.34
TH03_0024_S01	10752266.85	EIF4E1B	0.659924558402	Up	0.16460223496	727.28
TH02_0096_S01	11672399.97	IGFBP7-AS1	0.59454854955	Up	0.523526370525	627.98
TH03_0114_S01	10497366.74	RP11-212D19.4	0.545968369105	Up	0.344080448151	600.63
TH03_0027_S01	11540237.05	RP11-662G23.1	0.378511623254	Up	0.106960088015	676.34
TH03_0114_S01	10497366.74	KB-1683C8.1	0.321928094887	Up	0	748.63
TH03_0027_S01	11540237.05	CTC-558O2.2	0.713695814843	Up	0.441114872694	653.34
TH02_0096_S01	11672399.97	OR7E35P	0.0426443374085	Up	0	703.95
TH03_0027_S01	11540237.05	VN1R48P	0.18903382439	Up	0.141808778048	879.34
TH03_0027_S01	11540237.05	GOLGA5P1	0.0703893278914	Up	0.0362440273166	823.34
TH03_0024_S01	10752266.85	AC098617.1	0.887525270742	Up	0.441114872694	734.15
TH03_0114_S01	10497366.74	OR7E19P	0.0840642647885	Up	0	715.63
TH03_0024_S01	10752266.85	RP5-933K21.2	0.17632277264	Up	0.106960088015	758.72
TH03_0024_S01	10752266.85	GAPDHP66	0.310340120612	Up	0	791.72
TH03_0027_S01	11540237.05	LIM2	0.0840642647885	Up	0.071774750948	704.34
TH03_0027_S01	11540237.05	CH507-396I9.3	0.238786859587	Up	0.176311850548	893.34
TH02_0096_S01	11672399.97	P4HA2-AS1	0.111031312389	Up	0	661.95
TH03_0027_S01	11540237.05	RP11-142A23.1	0.400537929584	Up	0.210507676005	641.34
TH03_0024_S01	10752266.85	GAPDHP16	0.0285691521968	Up	0	786.72
TH03_0027_S01	11540237.05	HMGB1P8	0.903038270113	Up	0.461326688528	792.34
TH03_0027_S01	11540237.05	OR2A2	0.443606651476	Up	0	894.34
TH03_0027_S01	11540237.05	OR10D1P	0.2750070475	Up	0	779.34
TH03_0027_S01	11540237.05	RPS4XP11	0.545968369105	Up	0.535611569881	615.34
TH03_0024_S01	10752266.85	SSX5	0.895302621333	Up	0	887.92
TH03_0027_S01	11540237.05	OR52B6	0.0703893278914	Up	0	851.34
TH03_0027_S01	11540237.05	WDR82P2	0.333423733725	Up	0	771.34
TH02_0096_S01	11672399.97	PRSS55	0.163498732283	Up	0.071774750948	827.95
TH03_0027_S01	11540237.05	RP11-84D1.1	0.941106310946	Up	0.31082034111	663.34
TH03_0027_S01	11540237.05	EQTN	0.50589092973	Up	0.344080448151	876.34
TH02_0096_S01	11672399.97	OR7E37P	0.124328135002	Up	0	719.95
TH02_0096_S01	11672399.97	LCE5A	0.150559676575	Up	0.106960088015	641.95
TH02_0096_S01	11672399.97	CCDC37-AS1	0.0143552929771	Up	0	808.95
TH03_0114_S01	10497366.74	LINC00864	0.718087583961	Up	0.106789402664	788.885
TH02_0096_S01	11672399.97	RP11-242C24.2	0.111031312389	Up	0	624.95
TH03_0027_S01	11540237.05	RP11-103C3.2	0.163498732283	Up	0	701.34
TH03_0027_S01	11540237.05	ABC12-47964100C23.1	0.298658315565	Up	0	881.34
TH03_0027_S01	11540237.05	WBP2P1	0.0976107966264	Up	0	614.34
TH02_0096_S01	11672399.97	OR4F6	0.0976107966264	Up	0	810.95
TH03_0027_S01	11540237.05	OR2AF1P	0.356143810225	Up	0	732.34
TH03_0114_S01	10497366.74	AKR1C6P	0.48542682717	Up	0	854.63
TH03_0027_S01	11540237.05	LL0XNC01-116E7.1	0.790772037862	Up	0.376716196537	891.34
TH03_0027_S01	11540237.05	RP11-108M9.2	0.321928094887	Up	0	725.34
TH03_0024_S01	10752266.85	RP11-152F13.10	0.807354922058	Up	0	704.72
TH03_0024_S01	10752266.85	RP11-84D1.1	0.903038270113	Up	0.31082034111	644.72
TH03_0027_S01	11540237.05	RBMS3-AS2	0.367371065649	Up	0.176311850548	708.34
TH03_0027_S01	11540237.05	OR10AH1P	0.0703893278914	Up	0	762.34
TH03_0024_S01	10752266.85	LINC01502	0.575312330687	Up	0	704.72
TH03_0114_S01	10497366.74	RP11-583F24.3	0.150559676575	Up	0	829.63
TH03_0114_S01	10497366.74	RP4-754E20__A.5	0.2750070475	Up	0	822.63
TH02_0096_S01	11672399.97	SRY	0.565597175854	Up	0	667.95
TH03_0024_S01	10752266.85	FAM170B-AS1	0.310340120612	Up	0	877.72
TH03_0027_S01	11540237.05	LINC01099	0.18903382439	Up	0	601.34
TH03_0024_S01	10752266.85	RP11-96O20.4	0.545968369105	Up	0.277918636799	884.72
TH02_0096_S01	11672399.97	RP11-428L21.2	0.0143552929771	Up	0	755.95
TH03_0024_S01	10752266.85	RP11-440I14.3	0.321928094887	Up	0.244370207191	616.72
TH03_0027_S01	11540237.05	RP11-108F13.2	0.344828496997	Up	0.277918636799	749.34
TH03_0024_S01	10752266.85	MGAT4EP	0.526068811668	Up	0.277918636799	884.23
TH02_0096_S01	11672399.97	SETP4	0.0143552929771	Up	0	690.95
TH03_0024_S01	10752266.85	OR9H1P	0.356143810225	Up	0	751.72
TH03_0027_S01	11540237.05	RP11-484O2.1	0.367371065649	Up	0.106960088015	714.34
TH03_0027_S01	11540237.05	OR2K2	0.20163386117	Up	0	794.34
TH03_0114_S01	10497366.74	C8orf22	0.111031312389	Up	0.106960088015	610.63
TH03_0024_S01	10752266.85	RP6-29D12.4	0.2750070475	Up	0	657.72
TH03_0027_S01	11540237.05	AC073283.7	0.604071323669	Up	0.504391551018	703.34
TH03_0027_S01	11540237.05	KRTAP11-1	0.214124805353	Up	0	755.34
TH03_0024_S01	10752266.85	RP11-14O19.2	0.0426443374085	Up	0	627.72
TH03_0027_S01	11540237.05	RP11-1281K21.1	0.0976107966264	Up	0	608.34
TH03_0027_S01	11540237.05	VN1R51P	0.214124805353	Up	0.176311850548	788.34
TH03_0024_S01	10752266.85	A3GALT2	0.150559676575	Up	0.106960088015	847.72
TH03_0114_S01	10497366.74	GLYATL1P4	0.111031312389	Up	0.106960088015	777.63
TH02_0096_S01	11672399.97	RP11-354K4.2	0.111031312389	Up	0	608.96
TH03_0114_S01	10497366.74	LINC01307	0.782408564927	Up	0	642.63
TH03_0027_S01	11540237.05	AL356585.2	0.516015147004	Up	0.176311850548	743.34
TH03_0114_S01	10497366.74	RP11-476K15.1	0.150559676575	Up	0	697.63
TH03_0024_S01	10752266.85	RP11-243M5.4	0.871843648509	Up	0	678.72
TH03_0024_S01	10752266.85	FGF21	0.555816155062	Up	0.071774750948	821.2
TH03_0027_S01	11540237.05	RP11-739N10.1	0.163498732283	Up	0	676.34
TH02_0096_S01	11672399.97	CT45A1	0.0703893278914	Up	0	829.95
TH03_0024_S01	10752266.85	ST13P18	0.97085365434	Up	0.81037914753	851.72
TH03_0027_S01	11540237.05	RP5-972B16.2	0.765534746363	Up	0	797.34
TH03_0027_S01	11540237.05	LINC00977	0.613531652918	Up	0.106960088015	1006.34
TH03_0027_S01	11540237.05	IL25	0.0976107966264	Up	0.071774750948	1158.34
TH03_0114_S01	10497366.74	SMARCE1P2	0.13750352375	Up	0	1090.63
TH03_0114_S01	10497366.74	ASS1P9	0.13750352375	Up	0	1107.63
TH03_0027_S01	11540237.05	RP11-271M24.2	0.704871964456	Up	0.398050010204	1158.34
TH03_0027_S01	11540237.05	AC004069.1	0.124328135002	Up	0	957.34
TH03_0024_S01	10752266.85	FAM166A	0.992768430769	Up	0.728047251701	962.14
TH02_0096_S01	11672399.97	RP1-69M21.2	0.0703893278914	Up	0	1107.95
TH03_0024_S01	10752266.85	PSMC1P11	0.871843648509	Up	0	1141.72
TH02_0096_S01	11672399.97	CTD-2170G1.2	0.0976107966264	Up	0.0362440273166	1087.95
TH03_0027_S01	11540237.05	CEACAM22P	0.250961573533	Up	0.141808778048	1085.04
TH03_0114_S01	10497366.74	EIF5AP2	0.13750352375	Up	0.106960088015	918.63
TH03_0027_S01	11540237.05	CTD-2532D12.4	0.411426245726	Up	0	983.34
TH03_0024_S01	10752266.85	RP11-433J8.1	0.495695162624	Up	0.244026988745	1131.31
TH02_0096_S01	11672399.97	RP11-90K18.1	0.0285691521968	Up	0	1199.95
TH02_0096_S01	11672399.97	APOBEC3F	0.263034405834	Down	0.31666123867	972.79
TH03_0024_S01	10752266.85	HSD3BP2	0.713695814843	Up	0	942.72
TH03_0114_S01	10497366.74	PSMC1P11	0.111031312389	Up	0	1188.63
TH03_0027_S01	11540237.05	RP11-210H10__A.1	0.163498732283	Up	0.071774750948	1022.34
TH02_0096_S01	11672399.97	CD58	0.963474123975	Down	1.06489896774	903.08
TH03_0024_S01	10752266.85	RP11-157F20.3	0.516015147004	Up	0.429846256971	983.72
TH03_0027_S01	11540237.05	RP5-875O13.7	0.782408564927	Up	0.344080448151	1194.34
TH03_0024_S01	10752266.85	CTD-2140B24.4	0.0976107966264	Up	0	1198.72
TH03_0024_S01	10752266.85	HNRNPFP1	0.0565835283664	Up	0	957.72
