Sample	Gene	Type	Expression	Threshold	Percent difference	Mean Accuracy	Minimum Accuracy	Maximum Accuracy	Sample 1 Accuracy	Sample 2 Accuracy	Sample 3 Accuracy	Sample 4 Accuracy	Sample 5 Accuracy
TH01_0127_S01	SNORD3B-1	Up	5.39369076419	4.56891536713	15.291484683101977	100	100	100	100	100	100	100	100
